trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
3430683,09:29:00,09:29:00,2524,31,0,0
3430684,15:34:00,15:34:00,2524,31,0,0
3430685,08:29:00,08:29:00,2524,31,0,0
3430686,08:59:00,08:59:00,2524,31,0,0
3430687,17:54:00,17:54:00,2524,31,0,0
3430688,16:24:00,16:24:00,2524,31,0,0
3430689,07:59:00,07:59:00,2524,31,0,0
3430691,07:32:00,07:32:00,2524,31,0,0
3430692,06:59:00,06:59:00,2524,31,0,0
3430696,05:53:00,05:53:00,2524,24,0,0
3430698,06:29:00,06:29:00,2524,31,0,0
3430723,06:44:00,06:44:00,2524,31,0,0
3430724,07:14:00,07:14:00,2524,31,0,0
3430725,07:49:00,07:49:00,2524,31,0,0
3430726,08:19:00,08:19:00,2524,31,0,0
3430727,08:49:00,08:49:00,2524,31,0,0
3430728,09:19:00,09:19:00,2524,31,0,0
3430729,09:48:00,09:48:00,2524,31,0,0
3430730,10:17:00,10:17:00,2524,31,0,0
3430731,10:47:00,10:47:00,2524,31,0,0
3430732,11:17:00,11:17:00,2524,31,0,0
3430733,11:47:00,11:47:00,2524,31,0,0
3430734,12:17:00,12:17:00,2524,31,0,0
3430735,12:47:00,12:47:00,2524,31,0,0
3430736,13:17:00,13:17:00,2524,31,0,0
3430737,13:47:00,13:47:00,2524,31,0,0
3430738,14:17:00,14:17:00,2524,31,0,0
3430739,14:49:00,14:49:00,2524,31,0,0
3430740,15:23:00,15:23:00,2524,31,0,0
3430741,16:04:00,16:04:00,2524,31,0,0
3430742,16:54:00,16:54:00,2524,31,0,0
3430743,17:04:00,17:04:00,2524,31,0,0
3430744,17:34:00,17:34:00,2524,31,0,0
3430745,18:03:00,18:03:00,2524,31,0,0
3430746,18:29:00,18:29:00,2524,31,0,0
3430747,18:58:00,18:58:00,2524,31,0,0
3430748,19:28:00,19:28:00,2524,31,0,0
3430749,15:54:00,15:54:00,2524,31,0,0
3430763,08:09:00,08:09:00,2524,31,0,0
3430764,08:39:00,08:39:00,2524,31,0,0
3430765,09:09:00,09:09:00,2524,31,0,0
3430766,09:39:00,09:39:00,2524,31,0,0
3430767,10:07:00,10:07:00,2524,31,0,0
3430768,15:44:00,15:44:00,2524,31,0,0
3430769,16:14:00,16:14:00,2524,31,0,0
3430770,16:44:00,16:44:00,2524,31,0,0
3430771,17:14:00,17:14:00,2524,31,0,0
3430772,17:44:00,17:44:00,2524,31,0,0
3430773,18:11:00,18:11:00,2524,31,0,0
3430774,18:36:00,18:36:00,2524,31,0,0
3430779,06:13:00,06:13:00,2524,24,0,0
3446875,10:37:00,10:37:00,2524,31,0,0
3446876,11:07:00,11:07:00,2524,31,0,0
3446877,11:37:00,11:37:00,2524,31,0,0
3446878,12:07:00,12:07:00,2524,31,0,0
3446879,12:37:00,12:37:00,2524,31,0,0
3446880,13:07:00,13:07:00,2524,31,0,0
3446881,13:37:00,13:37:00,2524,31,0,0
3446882,14:07:00,14:07:00,2524,31,0,0
3446883,14:39:00,14:39:00,2524,31,0,0
3446884,15:11:00,15:11:00,2524,31,0,0
